mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,equipo,fecha,url
240,46,84,.548,13,34,.382,14,18,.778,8,29,37,24,7,1,12,14,119,,,CLE,20250319,https://www.basketball-reference.com/boxscores/202503190SAC.html
240,46,91,.505,16,35,.457,15,16,.938,14,27,41,28,9,1,13,20,123,,,SAC,20250319,https://www.basketball-reference.com/boxscores/202503190SAC.html
240,39,92,.424,11,37,.297,16,21,.762,17,27,44,28,7,7,11,18,105,,,NYK,20250319,https://www.basketball-reference.com/boxscores/202503190SAS.html
240,45,90,.500,16,35,.457,14,20,.700,15,37,52,28,7,7,15,22,120,,,SAS,20250319,https://www.basketball-reference.com/boxscores/202503190SAS.html
240,43,93,.462,12,45,.267,14,18,.778,13,24,37,30,12,4,14,13,112,,,WAS,20250319,https://www.basketball-reference.com/boxscores/202503190UTA.html
240,50,89,.562,17,42,.405,11,18,.611,9,33,42,30,7,1,17,16,128,,,UTA,20250319,https://www.basketball-reference.com/boxscores/202503190UTA.html
240,36,90,.400,10,39,.256,16,20,.800,9,29,38,26,9,2,7,18,98,,,NYK,20250320,https://www.basketball-reference.com/boxscores/202503200CHO.html
240,43,88,.489,15,32,.469,14,17,.824,11,41,52,25,1,3,12,20,115,,,CHO,20250320,https://www.basketball-reference.com/boxscores/202503200CHO.html
240,44,78,.564,11,26,.423,15,19,.789,7,37,44,32,7,4,23,24,114,,,TOR,20250320,https://www.basketball-reference.com/boxscores/202503200GSW.html
240,38,90,.422,19,47,.404,22,28,.786,11,27,38,30,13,5,15,15,117,,,GSW,20250320,https://www.basketball-reference.com/boxscores/202503200GSW.html
265,36,101,.356,14,50,.280,13,18,.722,14,33,47,20,11,4,16,24,99,,,BRK,20250320,https://www.basketball-reference.com/boxscores/202503200IND.html
265,35,81,.432,8,31,.258,27,31,.871,10,47,57,18,10,8,25,21,105,,,IND,20250320,https://www.basketball-reference.com/boxscores/202503200IND.html
240,40,84,.476,11,35,.314,27,34,.794,10,31,41,24,12,4,9,14,118,,,MIL,20250320,https://www.basketball-reference.com/boxscores/202503200LAL.html
240,34,82,.415,11,32,.344,10,16,.625,14,36,50,26,5,4,22,25,89,,,LAL,20250320,https://www.basketball-reference.com/boxscores/202503200LAL.html
240,45,86,.523,15,35,.429,23,26,.885,12,28,40,32,9,2,14,19,128,,,CHI,20250320,https://www.basketball-reference.com/boxscores/202503200SAC.html
240,41,86,.477,15,39,.385,19,23,.826,9,27,36,27,4,5,12,22,116,,,SAC,20250320,https://www.basketball-reference.com/boxscores/202503200SAC.html
240,46,98,.469,11,31,.355,14,19,.737,15,26,41,24,14,5,14,22,117,,,DET,20250321,https://www.basketball-reference.com/boxscores/202503210DAL.html
240,42,80,.525,12,34,.353,27,36,.750,10,34,44,25,10,7,20,16,123,,,DAL,20250321,https://www.basketball-reference.com/boxscores/202503210DAL.html
240,40,95,.421,19,49,.388,9,13,.692,10,30,40,28,8,3,10,20,108,,,MEM,20250321,https://www.basketball-reference.com/boxscores/202503210LAC.html
240,45,78,.577,17,34,.500,21,26,.808,2,41,43,29,7,9,15,14,128,,,LAC,20250321,https://www.basketball-reference.com/boxscores/202503210LAC.html
240,39,84,.464,14,28,.500,10,21,.476,15,31,46,14,17,4,17,14,102,,,HOU,20250321,https://www.basketball-reference.com/boxscores/202503210MIA.html
240,38,73,.521,10,24,.417,12,14,.857,5,29,34,25,8,5,21,16,98,,,MIA,20250321,https://www.basketball-reference.com/boxscores/202503210MIA.html
240,34,68,.500,11,31,.355,14,22,.636,7,26,33,20,11,4,26,20,93,,,NOP,20250321,https://www.basketball-reference.com/boxscores/202503210MIN.html
240,48,89,.539,19,44,.432,19,20,.950,10,26,36,40,14,1,14,17,134,,,MIN,20250321,https://www.basketball-reference.com/boxscores/202503210MIN.html
240,37,80,.463,19,41,.463,13,13,1.000,6,23,29,29,6,4,16,13,106,,,CHO,20250321,https://www.basketball-reference.com/boxscores/202503210OKC.html
240,54,94,.574,21,39,.538,12,17,.706,10,33,43,29,10,7,9,13,141,,,OKC,20250321,https://www.basketball-reference.com/boxscores/202503210OKC.html
240,42,94,.447,17,45,.378,11,14,.786,16,28,44,24,11,5,11,12,112,,,CLE,20250321,https://www.basketball-reference.com/boxscores/202503210PHO.html
240,48,92,.522,19,42,.452,8,8,1.000,12,34,46,33,6,3,15,16,123,,,PHO,20250321,https://www.basketball-reference.com/boxscores/202503210PHO.html
240,38,76,.500,9,26,.346,24,28,.857,11,20,31,24,10,2,21,25,109,,,DEN,20250321,https://www.basketball-reference.com/boxscores/202503210POR.html
240,47,87,.540,14,35,.400,20,25,.800,15,23,38,30,12,6,17,18,128,,,POR,20250321,https://www.basketball-reference.com/boxscores/202503210POR.html
240,46,81,.568,14,37,.378,14,20,.700,5,27,32,30,10,4,20,15,120,,,PHI,20250321,https://www.basketball-reference.com/boxscores/202503210SAS.html
240,47,89,.528,19,39,.487,15,18,.833,9,25,34,36,11,5,15,14,128,,,SAS,20250321,https://www.basketball-reference.com/boxscores/202503210SAS.html
240,45,97,.464,17,51,.333,14,16,.875,16,32,48,27,13,4,11,15,121,,,BOS,20250321,https://www.basketball-reference.com/boxscores/202503210UTA.html
240,38,84,.452,14,35,.400,9,12,.750,9,29,38,24,7,2,17,17,99,,,UTA,20250321,https://www.basketball-reference.com/boxscores/202503210UTA.html
240,46,96,.479,17,42,.405,11,13,.846,13,42,55,25,9,8,13,17,120,,,ORL,20250321,https://www.basketball-reference.com/boxscores/202503210WAS.html
240,37,87,.425,17,39,.436,14,19,.737,8,33,41,23,11,4,15,10,105,,,WAS,20250321,https://www.basketball-reference.com/boxscores/202503210WAS.html
240,39,84,.464,16,38,.421,21,26,.808,6,32,38,28,8,4,10,16,115,,,GSW,20250322,https://www.basketball-reference.com/boxscores/202503220ATL.html
240,49,86,.570,15,36,.417,11,18,.611,10,36,46,37,5,3,16,23,124,,,ATL,20250322,https://www.basketball-reference.com/boxscores/202503220ATL.html
240,39,90,.433,15,43,.349,10,17,.588,11,37,48,20,6,1,15,20,103,,,BRK,20250322,https://www.basketball-reference.com/boxscores/202503220IND.html
240,40,84,.476,11,35,.314,17,21,.810,6,38,44,32,5,6,15,24,108,,,IND,20250322,https://www.basketball-reference.com/boxscores/202503220IND.html
240,56,96,.583,19,41,.463,15,20,.750,10,32,42,41,17,5,10,16,146,,,CHI,20250322,https://www.basketball-reference.com/boxscores/202503220LAL.html
240,41,85,.482,17,41,.415,16,22,.727,9,26,35,23,8,1,21,16,115,,,LAL,20250322,https://www.basketball-reference.com/boxscores/202503220LAL.html
240,39,88,.443,11,36,.306,14,19,.737,10,31,41,21,9,5,20,23,103,,,WAS,20250322,https://www.basketball-reference.com/boxscores/202503220NYK.html
240,44,91,.484,13,35,.371,21,27,.778,14,35,49,29,13,3,16,17,122,,,NYK,20250322,https://www.basketball-reference.com/boxscores/202503220NYK.html
240,44,84,.524,13,31,.419,13,20,.650,11,31,42,22,6,3,10,17,114,,,MIL,20250322,https://www.basketball-reference.com/boxscores/202503220SAC.html
240,41,91,.451,9,38,.237,17,22,.773,14,30,44,21,4,2,8,17,108,,,SAC,20250322,https://www.basketball-reference.com/boxscores/202503220SAC.html
240,40,91,.440,11,34,.324,28,37,.757,13,24,37,24,8,4,13,18,119,,,PHI,20250323,https://www.basketball-reference.com/boxscores/202503230ATL.html
240,48,87,.552,17,37,.459,19,22,.864,10,29,39,35,11,4,17,26,132,,,ATL,20250323,https://www.basketball-reference.com/boxscores/202503230ATL.html
240,49,85,.576,20,40,.500,12,16,.750,10,27,37,35,3,5,18,30,130,,,NOP,20250323,https://www.basketball-reference.com/boxscores/202503230DET.html
240,47,86,.547,13,27,.481,29,40,.725,11,21,32,26,6,2,8,20,136,,,DET,20250323,https://www.basketball-reference.com/boxscores/202503230DET.html
240,44,87,.506,10,21,.476,18,26,.692,10,33,43,28,5,4,9,23,116,,,DEN,20250323,https://www.basketball-reference.com/boxscores/202503230HOU.html
240,39,89,.438,11,34,.324,22,34,.647,16,29,45,25,4,7,6,20,111,,,HOU,20250323,https://www.basketball-reference.com/boxscores/202503230HOU.html
240,37,92,.402,12,35,.343,17,20,.850,10,32,42,28,9,8,9,22,103,,,OKC,20250323,https://www.basketball-reference.com/boxscores/202503230LAC.html
240,35,82,.427,8,26,.308,23,28,.821,11,37,48,20,6,8,14,19,101,,,LAC,20250323,https://www.basketball-reference.com/boxscores/202503230LAC.html
240,41,87,.471,11,33,.333,12,13,.923,12,28,40,24,5,4,20,15,105,,,CHO,20250323,https://www.basketball-reference.com/boxscores/202503230MIA.html
240,47,82,.573,12,29,.414,16,20,.800,7,25,32,27,10,4,12,13,122,,,MIA,20250323,https://www.basketball-reference.com/boxscores/202503230MIA.html
240,48,88,.545,23,50,.460,10,14,.714,11,27,38,31,6,6,9,14,129,,,BOS,20250323,https://www.basketball-reference.com/boxscores/202503230POR.html
240,43,88,.489,19,47,.404,11,16,.688,11,27,38,24,6,3,12,11,116,,,POR,20250323,https://www.basketball-reference.com/boxscores/202503230POR.html
240,41,86,.477,14,43,.326,27,32,.844,13,33,46,27,15,6,14,14,123,,,SAS,20250323,https://www.basketball-reference.com/boxscores/202503230TOR.html
240,35,92,.380,10,39,.256,9,13,.692,16,30,46,27,8,3,22,21,89,,,TOR,20250323,https://www.basketball-reference.com/boxscores/202503230TOR.html
240,44,96,.458,11,48,.229,21,31,.677,14,37,51,28,9,7,7,16,120,,,CLE,20250323,https://www.basketball-reference.com/boxscores/202503230UTA.html
240,32,89,.360,16,50,.320,11,18,.611,13,39,52,25,4,5,21,24,91,,,UTA,20250323,https://www.basketball-reference.com/boxscores/202503230UTA.html
240,49,87,.563,10,31,.323,12,16,.750,11,30,41,34,10,1,11,15,120,,,DAL,20250324,https://www.basketball-reference.com/boxscores/202503240BRK.html
240,40,78,.513,11,33,.333,10,14,.714,9,28,37,30,7,2,19,15,101,,,BRK,20250324,https://www.basketball-reference.com/boxscores/202503240BRK.html
240,45,91,.495,17,39,.436,22,26,.846,12,31,43,31,8,5,10,17,129,,,CHI,20250324,https://www.basketball-reference.com/boxscores/202503240DEN.html
240,46,97,.474,11,36,.306,16,24,.667,17,35,52,34,5,9,12,16,119,,,DEN,20250324,https://www.basketball-reference.com/boxscores/202503240DEN.html
240,44,91,.484,9,35,.257,6,10,.600,9,36,45,26,5,3,17,13,103,,,MIN,20250324,https://www.basketball-reference.com/boxscores/202503240IND.html
240,46,94,.489,13,35,.371,14,14,1.000,9,37,46,30,9,5,12,12,119,,,IND,20250324,https://www.basketball-reference.com/boxscores/202503240IND.html
240,34,87,.391,14,42,.333,17,19,.895,12,25,37,19,11,6,12,16,99,,,PHI,20250324,https://www.basketball-reference.com/boxscores/202503240NOP.html
240,43,87,.494,15,35,.429,11,13,.846,13,38,51,36,11,5,17,17,112,,,NOP,20250324,https://www.basketball-reference.com/boxscores/202503240NOP.html
240,37,80,.463,10,32,.313,22,28,.786,11,28,39,19,7,1,11,20,106,,,LAL,20250324,https://www.basketball-reference.com/boxscores/202503240ORL.html
240,42,85,.494,15,40,.375,19,23,.826,12,31,43,25,6,4,9,18,118,,,ORL,20250324,https://www.basketball-reference.com/boxscores/202503240ORL.html
240,37,83,.446,12,39,.308,20,29,.690,9,27,36,24,12,0,7,16,106,,,MIL,20250324,https://www.basketball-reference.com/boxscores/202503240PHO.html
240,39,82,.476,14,36,.389,16,18,.889,14,38,52,25,2,4,16,21,108,,,PHO,20250324,https://www.basketball-reference.com/boxscores/202503240PHO.html
240,41,90,.456,19,50,.380,12,20,.600,10,35,45,28,9,4,10,14,113,,,BOS,20250324,https://www.basketball-reference.com/boxscores/202503240SAC.html
240,39,86,.453,8,24,.333,9,11,.818,8,37,45,23,7,1,15,18,95,,,SAC,20250324,https://www.basketball-reference.com/boxscores/202503240SAC.html
240,41,101,.406,10,36,.278,20,27,.741,17,43,60,28,11,6,12,23,112,,,TOR,20250324,https://www.basketball-reference.com/boxscores/202503240WAS.html
240,35,87,.402,11,37,.297,23,34,.676,9,39,48,24,8,9,17,19,104,,,WAS,20250324,https://www.basketball-reference.com/boxscores/202503240WAS.html
240,41,90,.456,13,42,.310,16,19,.842,13,37,50,22,5,4,11,21,111,,,ORL,20250325,https://www.basketball-reference.com/boxscores/202503250CHO.html
240,37,88,.420,14,34,.412,16,21,.762,8,30,38,26,4,3,11,22,104,,,CHO,20250325,https://www.basketball-reference.com/boxscores/202503250CHO.html
240,33,91,.363,14,44,.318,16,20,.800,16,25,41,21,7,2,11,19,96,,,SAS,20250325,https://www.basketball-reference.com/boxscores/202503250DET.html
240,44,78,.564,15,31,.484,19,25,.760,6,38,44,33,6,5,11,19,122,,,DET,20250325,https://www.basketball-reference.com/boxscores/202503250DET.html
240,43,103,.417,15,49,.306,13,15,.867,18,24,42,32,8,1,14,26,114,,,ATL,20250325,https://www.basketball-reference.com/boxscores/202503250HOU.html
240,42,93,.452,11,39,.282,26,29,.897,14,37,51,17,8,2,16,12,121,,,HOU,20250325,https://www.basketball-reference.com/boxscores/202503250HOU.html
240,33,83,.398,9,38,.237,11,16,.688,14,24,38,20,8,1,16,14,86,,,GSW,20250325,https://www.basketball-reference.com/boxscores/202503250MIA.html
240,43,77,.558,17,25,.680,9,12,.750,8,34,42,26,8,5,18,15,112,,,MIA,20250325,https://www.basketball-reference.com/boxscores/202503250MIA.html
240,43,80,.538,6,19,.316,21,25,.840,5,28,33,19,9,3,16,16,113,,,DAL,20250325,https://www.basketball-reference.com/boxscores/202503250NYK.html
240,53,89,.596,10,26,.385,12,18,.667,5,31,36,40,9,4,15,18,128,,,NYK,20250325,https://www.basketball-reference.com/boxscores/202503250NYK.html
240,48,88,.545,12,27,.444,14,17,.824,9,32,41,28,4,6,14,18,122,,,CLE,20250325,https://www.basketball-reference.com/boxscores/202503250POR.html
240,40,100,.400,17,52,.327,14,22,.636,19,26,45,28,9,3,10,15,111,,,POR,20250325,https://www.basketball-reference.com/boxscores/202503250POR.html
240,43,82,.524,19,32,.594,16,20,.800,6,46,52,30,7,6,17,18,121,,,OKC,20250325,https://www.basketball-reference.com/boxscores/202503250SAC.html
240,37,91,.407,23,47,.489,8,12,.667,5,31,36,32,10,7,11,15,105,,,SAC,20250325,https://www.basketball-reference.com/boxscores/202503250SAC.html
240,52,98,.531,20,45,.444,16,18,.889,17,35,52,38,7,4,9,21,140,,,MEM,20250325,https://www.basketball-reference.com/boxscores/202503250UTA.html
240,34,78,.436,17,42,.405,18,22,.818,4,24,28,24,6,3,14,16,103,,,UTA,20250325,https://www.basketball-reference.com/boxscores/202503250UTA.html
240,43,102,.422,10,33,.303,20,23,.870,17,46,63,34,5,3,12,22,116,,,TOR,20250326,https://www.basketball-reference.com/boxscores/202503260BRK.html
240,31,87,.356,8,41,.195,16,19,.842,10,33,43,16,6,9,20,21,86,,,BRK,20250326,https://www.basketball-reference.com/boxscores/202503260BRK.html
240,46,89,.517,16,37,.432,9,13,.692,8,31,39,30,4,6,11,14,117,,,MIL,20250326,https://www.basketball-reference.com/boxscores/202503260DEN.html
240,49,90,.544,16,37,.432,13,22,.591,8,38,46,36,6,4,10,12,127,,,DEN,20250326,https://www.basketball-reference.com/boxscores/202503260DEN.html
240,41,79,.519,17,38,.447,21,24,.875,8,35,43,26,5,3,15,22,120,,,LAL,20250326,https://www.basketball-reference.com/boxscores/202503260IND.html
240,44,87,.506,15,36,.417,16,19,.842,7,29,36,31,9,4,10,16,119,,,IND,20250326,https://www.basketball-reference.com/boxscores/202503260IND.html
240,45,88,.511,16,30,.533,20,24,.833,13,32,45,27,4,8,5,21,126,,,LAC,20250326,https://www.basketball-reference.com/boxscores/202503260NYK.html
240,42,84,.500,13,34,.382,16,22,.727,7,31,38,35,4,1,10,14,113,,,NYK,20250326,https://www.basketball-reference.com/boxscores/202503260NYK.html
240,48,95,.505,18,44,.409,5,12,.417,13,36,49,30,3,6,11,12,119,,,WAS,20250326,https://www.basketball-reference.com/boxscores/202503260PHI.html
240,42,98,.429,14,46,.304,16,20,.800,13,34,47,22,7,5,5,15,114,,,PHI,20250326,https://www.basketball-reference.com/boxscores/202503260PHI.html
240,45,89,.506,22,52,.423,20,22,.909,11,37,48,33,8,7,11,18,132,,,BOS,20250326,https://www.basketball-reference.com/boxscores/202503260PHO.html
240,36,87,.414,13,41,.317,17,21,.810,11,27,38,22,7,3,14,18,102,,,PHO,20250326,https://www.basketball-reference.com/boxscores/202503260PHO.html
240,45,91,.495,12,41,.293,15,18,.833,6,34,40,30,8,7,11,19,117,,,LAL,20250327,https://www.basketball-reference.com/boxscores/202503270CHI.html
240,43,92,.467,19,44,.432,14,22,.636,11,37,48,33,4,2,15,15,119,,,CHI,20250327,https://www.basketball-reference.com/boxscores/202503270CHI.html
240,43,106,.406,14,43,.326,16,21,.762,19,31,50,27,10,3,10,20,116,,,SAS,20250327,https://www.basketball-reference.com/boxscores/202503270CLE.html
240,46,99,.465,17,48,.354,15,18,.833,14,42,56,33,7,5,14,14,124,,,CLE,20250327,https://www.basketball-reference.com/boxscores/202503270CLE.html
240,43,83,.518,18,41,.439,8,11,.727,6,30,36,27,10,2,16,11,112,,,ATL,20250327,https://www.basketball-reference.com/boxscores/202503270MIA.html
240,44,82,.537,18,33,.545,16,20,.800,7,30,37,26,10,1,14,10,122,,,MIA,20250327,https://www.basketball-reference.com/boxscores/202503270MIA.html
240,33,79,.418,16,42,.381,22,23,.957,5,31,36,28,9,4,19,20,104,,,MEM,20250327,https://www.basketball-reference.com/boxscores/202503270OKC.html
240,44,90,.489,13,31,.419,24,28,.857,7,38,45,28,9,4,12,17,125,,,OKC,20250327,https://www.basketball-reference.com/boxscores/202503270OKC.html
240,37,78,.474,11,22,.500,16,22,.727,5,35,40,21,10,1,15,17,101,,,DAL,20250327,https://www.basketball-reference.com/boxscores/202503270ORL.html
240,34,80,.425,5,30,.167,19,24,.792,10,34,44,14,5,5,17,20,92,,,ORL,20250327,https://www.basketball-reference.com/boxscores/202503270ORL.html
240,35,88,.398,16,50,.320,21,26,.808,15,17,32,23,11,3,12,20,107,,,POR,20250327,https://www.basketball-reference.com/boxscores/202503270SAC.html
240,48,74,.649,10,27,.370,22,27,.815,9,37,46,24,8,3,21,23,128,,,SAC,20250327,https://www.basketball-reference.com/boxscores/202503270SAC.html
240,47,102,.461,12,37,.324,15,19,.789,18,33,51,26,7,5,9,14,121,,,HOU,20250327,https://www.basketball-reference.com/boxscores/202503270UTA.html
240,43,79,.544,11,23,.478,13,17,.765,3,30,33,29,5,5,16,20,110,,,UTA,20250327,https://www.basketball-reference.com/boxscores/202503270UTA.html
240,59,92,.641,27,47,.574,17,19,.895,13,37,50,48,8,2,15,19,162,,,IND,20250327,https://www.basketball-reference.com/boxscores/202503270WAS.html
240,38,85,.447,11,30,.367,22,26,.846,12,19,31,19,9,2,15,15,109,,,WAS,20250327,https://www.basketball-reference.com/boxscores/202503270WAS.html
240,44,80,.550,19,37,.514,25,28,.893,2,46,48,29,11,4,13,22,132,,,LAC,20250328,https://www.basketball-reference.com/boxscores/202503280BRK.html
240,33,89,.371,14,47,.298,20,26,.769,10,33,43,27,10,3,15,21,100,,,BRK,20250328,https://www.basketball-reference.com/boxscores/202503280BRK.html
240,33,93,.355,7,40,.175,20,24,.833,14,28,42,21,10,0,18,19,93,,,UTA,20250328,https://www.basketball-reference.com/boxscores/202503280DEN.html
240,48,83,.578,11,29,.379,22,28,.786,9,36,45,38,12,13,18,16,129,,,DEN,20250328,https://www.basketball-reference.com/boxscores/202503280DEN.html
240,39,84,.464,15,40,.375,29,38,.763,11,30,41,16,9,3,15,27,122,,,CLE,20250328,https://www.basketball-reference.com/boxscores/202503280DET.html
240,44,92,.478,15,34,.441,30,35,.857,16,27,43,25,8,5,13,29,133,,,DET,20250328,https://www.basketball-reference.com/boxscores/202503280DET.html
240,45,93,.484,12,33,.364,14,16,.875,14,30,44,28,12,1,9,14,116,,,NYK,20250328,https://www.basketball-reference.com/boxscores/202503280MIL.html
240,41,75,.547,13,33,.394,12,19,.632,3,29,32,24,2,3,16,14,107,,,MIL,20250328,https://www.basketball-reference.com/boxscores/202503280MIL.html
240,41,79,.519,18,37,.486,9,13,.692,8,26,34,28,6,4,16,16,109,,,PHO,20250328,https://www.basketball-reference.com/boxscores/202503280MIN.html
240,47,89,.528,19,39,.487,11,13,.846,12,31,43,31,12,4,13,18,124,,,MIN,20250328,https://www.basketball-reference.com/boxscores/202503280MIN.html
240,38,92,.413,13,55,.236,22,29,.759,18,32,50,29,10,1,11,22,111,,,GSW,20250328,https://www.basketball-reference.com/boxscores/202503280NOP.html
240,33,81,.407,7,23,.304,22,28,.786,14,32,46,24,6,5,16,23,95,,,NOP,20250328,https://www.basketball-reference.com/boxscores/202503280NOP.html
240,39,96,.406,9,31,.290,10,15,.667,13,43,56,29,5,5,18,12,97,,,CHO,20250328,https://www.basketball-reference.com/boxscores/202503280TOR.html
240,42,95,.442,14,44,.318,10,15,.667,11,34,45,28,9,5,6,15,108,,,TOR,20250328,https://www.basketball-reference.com/boxscores/202503280TOR.html
240,47,101,.465,9,30,.300,17,21,.810,8,33,41,28,9,8,6,18,120,,,DAL,20250329,https://www.basketball-reference.com/boxscores/202503290CHI.html
240,43,91,.473,14,33,.424,19,24,.792,12,44,56,31,4,3,19,17,119,,,CHI,20250329,https://www.basketball-reference.com/boxscores/202503290CHI.html
240,45,89,.506,19,43,.442,25,27,.926,8,34,42,30,7,3,13,21,134,,,LAL,20250329,https://www.basketball-reference.com/boxscores/202503290MEM.html
240,50,95,.526,14,32,.438,13,18,.722,9,32,41,33,7,4,12,27,127,,,MEM,20250329,https://www.basketball-reference.com/boxscores/202503290MEM.html
240,39,87,.448,14,42,.333,19,26,.731,8,35,43,27,6,6,13,16,111,,,IND,20250329,https://www.basketball-reference.com/boxscores/202503290OKC.html
240,48,94,.511,17,36,.472,19,23,.826,8,39,47,26,9,4,10,17,132,,,OKC,20250329,https://www.basketball-reference.com/boxscores/202503290OKC.html
240,34,81,.420,7,28,.250,16,20,.800,9,32,41,17,6,6,16,21,91,,,SAC,20250329,https://www.basketball-reference.com/boxscores/202503290ORL.html
240,44,89,.494,18,39,.462,15,24,.625,13,36,49,31,10,2,14,18,121,,,ORL,20250329,https://www.basketball-reference.com/boxscores/202503290ORL.html
240,44,93,.473,20,43,.465,10,13,.769,16,31,47,33,12,4,11,13,118,,,MIA,20250329,https://www.basketball-reference.com/boxscores/202503290PHI.html
240,38,76,.500,13,32,.406,6,14,.429,6,31,37,28,7,7,18,15,95,,,PHI,20250329,https://www.basketball-reference.com/boxscores/202503290PHI.html
240,45,94,.479,17,51,.333,14,18,.778,15,39,54,32,2,4,11,18,121,,,BOS,20250329,https://www.basketball-reference.com/boxscores/202503290SAS.html
240,38,87,.437,14,40,.350,21,27,.778,10,25,35,25,6,1,5,16,111,,,SAS,20250329,https://www.basketball-reference.com/boxscores/202503290SAS.html
240,39,88,.443,18,46,.391,19,20,.950,12,37,49,25,2,4,14,23,115,,,BRK,20250329,https://www.basketball-reference.com/boxscores/202503290WAS.html
240,37,85,.435,9,34,.265,29,33,.879,7,33,40,21,5,7,6,15,112,,,WAS,20250329,https://www.basketball-reference.com/boxscores/202503290WAS.html
240,45,93,.484,16,41,.390,16,22,.727,10,34,44,25,6,4,14,17,122,,,LAC,20250330,https://www.basketball-reference.com/boxscores/202503300CLE.html
240,47,93,.505,15,45,.333,18,23,.783,10,35,45,33,11,3,10,17,127,,,CLE,20250330,https://www.basketball-reference.com/boxscores/202503300CLE.html
240,50,94,.532,17,48,.354,28,35,.800,15,31,46,36,10,2,9,29,145,,,ATL,20250330,https://www.basketball-reference.com/boxscores/202503300MIL.html
240,39,82,.476,12,35,.343,34,43,.791,6,30,36,21,5,2,14,24,124,,,MIL,20250330,https://www.basketball-reference.com/boxscores/202503300MIL.html
240,34,95,.358,12,38,.316,24,32,.750,16,28,44,22,3,3,7,24,104,,,DET,20250330,https://www.basketball-reference.com/boxscores/202503300MIN.html
240,44,93,.473,12,31,.387,23,31,.742,15,44,59,24,3,9,10,24,123,,,MIN,20250330,https://www.basketball-reference.com/boxscores/202503300MIN.html
240,32,91,.352,8,33,.242,22,25,.880,12,38,50,20,15,6,15,17,94,,,CHO,20250330,https://www.basketball-reference.com/boxscores/202503300NOP.html
240,38,92,.413,9,31,.290,13,17,.765,14,43,57,24,9,8,17,17,98,,,NOP,20250330,https://www.basketball-reference.com/boxscores/202503300NOP.html
240,38,87,.437,9,36,.250,8,14,.571,13,26,39,19,9,4,14,12,93,,,POR,20250330,https://www.basketball-reference.com/boxscores/202503300NYK.html
240,45,84,.536,10,25,.400,10,13,.769,9,35,44,27,10,10,15,17,110,,,NYK,20250330,https://www.basketball-reference.com/boxscores/202503300NYK.html
240,49,103,.476,17,38,.447,12,18,.667,13,33,46,32,10,4,11,13,127,,,TOR,20250330,https://www.basketball-reference.com/boxscores/202503300PHI.html
240,42,89,.472,8,29,.276,17,19,.895,8,38,46,25,6,10,18,12,109,,,PHI,20250330,https://www.basketball-reference.com/boxscores/202503300PHI.html
240,56,98,.571,18,31,.581,18,25,.720,13,32,45,37,14,4,10,15,148,,,HOU,20250330,https://www.basketball-reference.com/boxscores/202503300PHO.html
240,42,87,.483,10,32,.313,15,17,.882,10,29,39,25,8,5,19,21,109,,,PHO,20250330,https://www.basketball-reference.com/boxscores/202503300PHO.html
240,56,97,.577,21,44,.477,15,19,.789,10,34,44,42,17,3,13,15,148,,,GSW,20250330,https://www.basketball-reference.com/boxscores/202503300SAS.html
240,40,84,.476,16,42,.381,10,16,.625,7,27,34,30,4,3,21,20,106,,,SAS,20250330,https://www.basketball-reference.com/boxscores/202503300SAS.html
240,39,96,.406,14,52,.269,14,15,.933,14,27,41,25,13,2,10,15,106,,,UTA,20250331,https://www.basketball-reference.com/boxscores/202503310CHO.html
240,43,80,.538,15,38,.395,9,14,.643,10,37,47,33,3,5,18,14,110,,,CHO,20250331,https://www.basketball-reference.com/boxscores/202503310CHO.html
240,39,90,.433,20,51,.392,15,20,.750,7,33,40,32,6,3,8,23,113,,,BRK,20250331,https://www.basketball-reference.com/boxscores/202503310DAL.html
240,41,86,.477,10,30,.333,17,29,.586,12,37,49,29,4,3,10,19,109,,,DAL,20250331,https://www.basketball-reference.com/boxscores/202503310DAL.html
240,43,92,.467,12,27,.444,11,17,.647,6,39,45,22,7,2,12,18,109,,,SAC,20250331,https://www.basketball-reference.com/boxscores/202503310IND.html
240,42,90,.467,14,41,.341,13,13,1.000,6,34,40,28,6,5,13,14,111,,,IND,20250331,https://www.basketball-reference.com/boxscores/202503310IND.html
240,37,89,.416,10,32,.313,14,17,.824,10,41,51,26,7,5,15,20,98,,,HOU,20250331,https://www.basketball-reference.com/boxscores/202503310LAL.html
240,35,89,.393,16,46,.348,18,20,.900,10,35,45,22,11,6,11,15,104,,,LAL,20250331,https://www.basketball-reference.com/boxscores/202503310LAL.html
240,39,96,.406,21,62,.339,18,19,.947,12,42,54,30,4,3,13,11,117,,,BOS,20250331,https://www.basketball-reference.com/boxscores/202503310MEM.html
240,41,92,.446,11,44,.250,10,16,.625,5,40,45,21,9,3,11,16,103,,,MEM,20250331,https://www.basketball-reference.com/boxscores/202503310MEM.html
240,44,98,.449,16,51,.314,13,16,.813,10,33,43,29,7,7,20,16,117,,,CHI,20250331,https://www.basketball-reference.com/boxscores/202503310OKC.html
240,52,98,.531,23,43,.535,18,23,.783,9,35,44,39,11,6,14,16,145,,,OKC,20250331,https://www.basketball-reference.com/boxscores/202503310OKC.html
