mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,equipo,fecha,url
240,46,89,.517,16,38,.421,10,13,.769,6,33,39,35,3,3,14,21,118,,,IND,20241101,https://www.basketball-reference.com/boxscores/202411010NOP.html
240,49,101,.485,12,31,.387,15,19,.789,15,31,46,28,8,4,8,15,125,,,NOP,20241101,https://www.basketball-reference.com/boxscores/202411010NOP.html
240,51,95,.537,19,49,.388,16,19,.842,14,31,45,31,14,9,13,29,137,,,OKC,20241101,https://www.basketball-reference.com/boxscores/202411010POR.html
240,39,83,.470,15,35,.429,21,31,.677,11,25,36,27,8,5,19,17,114,,,POR,20241101,https://www.basketball-reference.com/boxscores/202411010POR.html
240,42,88,.477,11,32,.344,36,41,.878,9,34,43,29,6,5,10,17,131,,,LAL,20241101,https://www.basketball-reference.com/boxscores/202411010TOR.html
240,52,107,.486,10,35,.286,11,13,.846,15,29,44,35,4,6,11,29,125,,,TOR,20241101,https://www.basketball-reference.com/boxscores/202411010TOR.html
240,36,82,.439,16,52,.308,25,28,.893,8,36,44,23,4,4,15,17,113,,,BOS,20241102,https://www.basketball-reference.com/boxscores/202411020CHO.html
240,40,91,.440,17,42,.405,6,9,.667,7,27,34,24,10,1,13,25,103,,,CHO,20241102,https://www.basketball-reference.com/boxscores/202411020CHO.html
240,32,77,.416,13,42,.310,26,31,.839,8,31,39,24,7,8,24,22,103,,,UTA,20241102,https://www.basketball-reference.com/boxscores/202411020DEN.html
240,48,99,.485,16,32,.500,17,23,.739,19,33,52,33,14,1,18,25,129,,,DEN,20241102,https://www.basketball-reference.com/boxscores/202411020DEN.html
265,40,78,.513,15,32,.469,32,50,.640,9,38,47,26,5,4,14,22,127,,,GSW,20241102,https://www.basketball-reference.com/boxscores/202411020HOU.html
265,44,107,.411,15,45,.333,18,24,.750,18,31,49,27,10,6,11,32,121,,,HOU,20241102,https://www.basketball-reference.com/boxscores/202411020HOU.html
240,36,84,.429,16,39,.410,17,19,.895,3,38,41,25,11,3,12,22,105,,,OKC,20241102,https://www.basketball-reference.com/boxscores/202411020LAC.html
240,32,79,.405,11,35,.314,17,26,.654,10,40,50,23,10,7,22,17,92,,,LAC,20241102,https://www.basketball-reference.com/boxscores/202411020LAC.html
240,44,91,.484,15,38,.395,11,15,.733,10,35,45,31,3,2,7,20,114,,,CLE,20241102,https://www.basketball-reference.com/boxscores/202411020MIL.html
240,43,89,.483,18,39,.462,9,15,.600,10,35,45,24,3,3,13,23,113,,,MIL,20241102,https://www.basketball-reference.com/boxscores/202411020MIL.html
240,48,87,.552,12,27,.444,16,21,.762,11,41,52,35,9,6,17,22,124,,,MEM,20241102,https://www.basketball-reference.com/boxscores/202411020PHI.html
240,36,89,.404,19,46,.413,16,20,.800,8,25,33,22,11,5,14,19,107,,,PHI,20241102,https://www.basketball-reference.com/boxscores/202411020PHI.html
240,37,111,.333,14,43,.326,9,11,.818,14,42,56,17,10,5,6,18,97,,,POR,20241102,https://www.basketball-reference.com/boxscores/202411020PHO.html
240,35,93,.376,17,52,.327,16,22,.727,13,50,63,29,4,8,14,10,103,,,PHO,20241102,https://www.basketball-reference.com/boxscores/202411020PHO.html
240,39,82,.476,11,37,.297,14,20,.700,6,26,32,21,7,2,13,16,103,,,MIN,20241102,https://www.basketball-reference.com/boxscores/202411020SAS.html
240,43,83,.518,13,42,.310,14,17,.824,7,37,44,32,6,5,13,16,113,,,SAS,20241102,https://www.basketball-reference.com/boxscores/202411020SAS.html
265,46,100,.460,10,40,.250,26,32,.813,15,34,49,21,16,3,18,22,128,,,SAC,20241102,https://www.basketball-reference.com/boxscores/202411020TOR.html
265,46,95,.484,17,37,.459,22,31,.710,12,34,46,31,13,3,19,25,131,,,TOR,20241102,https://www.basketball-reference.com/boxscores/202411020TOR.html
240,43,102,.422,15,37,.405,17,24,.708,21,44,65,19,6,3,14,18,118,,,MIA,20241102,https://www.basketball-reference.com/boxscores/202411020WAS.html
240,38,91,.418,7,35,.200,15,21,.714,8,36,44,23,12,10,12,22,98,,,WAS,20241102,https://www.basketball-reference.com/boxscores/202411020WAS.html
240,37,77,.481,11,36,.306,21,26,.808,9,38,47,25,4,6,21,25,106,,,DET,20241103,https://www.basketball-reference.com/boxscores/202411030BRK.html
240,32,71,.451,9,31,.290,19,31,.613,4,23,27,23,9,3,14,24,92,,,BRK,20241103,https://www.basketball-reference.com/boxscores/202411030BRK.html
240,31,93,.333,8,41,.195,15,19,.789,13,30,43,19,8,4,15,22,85,,,ORL,20241103,https://www.basketball-reference.com/boxscores/202411030DAL.html
240,42,85,.494,10,32,.313,14,23,.609,12,41,53,25,8,5,19,22,108,,,DAL,20241103,https://www.basketball-reference.com/boxscores/202411030DAL.html
240,50,88,.568,15,36,.417,11,12,.917,10,31,41,29,10,3,16,17,126,,,ATL,20241103,https://www.basketball-reference.com/boxscores/202411030NOP.html
240,39,90,.433,16,38,.421,17,20,.850,18,25,43,22,6,3,18,16,111,,,NOP,20241103,https://www.basketball-reference.com/boxscores/202411030NOP.html
240,48,99,.485,18,55,.327,9,13,.692,11,39,50,27,15,7,13,14,123,,,BOS,20241104,https://www.basketball-reference.com/boxscores/202411040ATL.html
240,37,89,.416,6,31,.194,13,16,.813,8,35,43,23,9,3,20,13,93,,,ATL,20241104,https://www.basketball-reference.com/boxscores/202411040ATL.html
240,43,91,.473,8,30,.267,10,13,.769,13,31,44,29,5,8,15,16,104,,,MEM,20241104,https://www.basketball-reference.com/boxscores/202411040BRK.html
240,40,84,.476,13,36,.361,13,18,.722,12,25,37,28,7,1,14,22,106,,,BRK,20241104,https://www.basketball-reference.com/boxscores/202411040BRK.html
240,48,89,.539,16,36,.444,23,30,.767,12,37,49,35,3,6,13,18,135,,,UTA,20241104,https://www.basketball-reference.com/boxscores/202411040CHI.html
240,45,95,.474,14,37,.378,22,25,.880,10,26,36,36,7,7,9,23,126,,,CHI,20241104,https://www.basketball-reference.com/boxscores/202411040CHI.html
240,42,86,.488,17,35,.486,13,15,.867,7,42,49,21,6,6,15,15,114,,,MIL,20241104,https://www.basketball-reference.com/boxscores/202411040CLE.html
240,46,91,.505,17,37,.459,7,13,.538,5,34,39,28,10,4,10,15,116,,,CLE,20241104,https://www.basketball-reference.com/boxscores/202411040CLE.html
240,54,95,.568,13,32,.406,13,20,.650,7,39,46,30,5,3,10,16,134,,,IND,20241104,https://www.basketball-reference.com/boxscores/202411040DAL.html
240,46,89,.517,15,36,.417,20,25,.800,5,33,38,29,4,3,9,18,127,,,DAL,20241104,https://www.basketball-reference.com/boxscores/202411040DAL.html
240,47,103,.456,13,39,.333,12,18,.667,14,27,41,38,12,3,14,27,119,,,TOR,20241104,https://www.basketball-reference.com/boxscores/202411040DEN.html
240,41,83,.494,10,31,.323,29,38,.763,14,30,44,29,9,10,17,21,121,,,DEN,20241104,https://www.basketball-reference.com/boxscores/202411040DEN.html
240,37,85,.435,9,25,.360,20,27,.741,7,30,37,28,8,1,13,16,103,,,LAL,20241104,https://www.basketball-reference.com/boxscores/202411040DET.html
240,45,96,.469,8,34,.235,17,22,.773,17,38,55,22,6,5,12,25,115,,,DET,20241104,https://www.basketball-reference.com/boxscores/202411040DET.html
240,34,88,.386,11,28,.393,18,21,.857,13,26,39,20,6,4,10,18,97,,,NYK,20241104,https://www.basketball-reference.com/boxscores/202411040HOU.html
240,43,88,.489,8,33,.242,15,18,.833,11,39,50,21,4,6,11,20,109,,,HOU,20241104,https://www.basketball-reference.com/boxscores/202411040HOU.html
240,38,86,.442,11,41,.268,17,19,.895,12,33,45,22,9,10,14,16,104,,,SAS,20241104,https://www.basketball-reference.com/boxscores/202411040LAC.html
240,41,90,.456,19,37,.514,12,17,.706,16,28,44,25,6,7,11,21,113,,,LAC,20241104,https://www.basketball-reference.com/boxscores/202411040LAC.html
240,44,86,.512,10,27,.370,13,15,.867,11,28,39,23,5,4,14,28,111,,,SAC,20241104,https://www.basketball-reference.com/boxscores/202411040MIA.html
240,37,85,.435,15,36,.417,21,30,.700,8,28,36,24,9,6,11,15,110,,,MIA,20241104,https://www.basketball-reference.com/boxscores/202411040MIA.html
240,35,88,.398,10,42,.238,13,16,.813,9,29,38,19,10,1,14,22,93,,,CHO,20241104,https://www.basketball-reference.com/boxscores/202411040MIN.html
240,39,79,.494,18,38,.474,18,26,.692,9,36,45,23,7,8,15,19,114,,,MIN,20241104,https://www.basketball-reference.com/boxscores/202411040MIN.html
240,46,84,.548,10,29,.345,16,24,.667,11,27,38,21,10,5,12,15,118,,,POR,20241104,https://www.basketball-reference.com/boxscores/202411040NOP.html
240,38,84,.452,10,35,.286,14,16,.875,10,24,34,24,5,3,16,20,100,,,NOP,20241104,https://www.basketball-reference.com/boxscores/202411040NOP.html
240,29,82,.354,5,34,.147,23,27,.852,7,34,41,20,12,5,19,16,86,,,ORL,20241104,https://www.basketball-reference.com/boxscores/202411040OKC.html
240,39,85,.459,12,31,.387,12,16,.750,5,37,42,23,12,4,17,21,102,,,OKC,20241104,https://www.basketball-reference.com/boxscores/202411040OKC.html
240,40,87,.460,20,51,.392,16,18,.889,9,29,38,27,10,4,15,22,116,,,PHI,20241104,https://www.basketball-reference.com/boxscores/202411040PHO.html
240,42,82,.512,11,32,.344,23,26,.885,9,34,43,24,6,4,14,16,118,,,PHO,20241104,https://www.basketball-reference.com/boxscores/202411040PHO.html
240,44,97,.454,12,37,.324,25,34,.735,16,40,56,29,5,7,7,20,125,,,GSW,20241104,https://www.basketball-reference.com/boxscores/202411040WAS.html
240,42,96,.438,10,43,.233,18,21,.857,8,39,47,29,4,8,10,23,112,,,WAS,20241104,https://www.basketball-reference.com/boxscores/202411040WAS.html
240,41,84,.488,22,47,.468,12,15,.800,7,34,41,29,5,5,16,18,116,,,NYK,20241106,https://www.basketball-reference.com/boxscores/202411060ATL.html
240,45,100,.450,15,38,.395,16,22,.727,16,32,48,31,12,4,8,14,121,,,ATL,20241106,https://www.basketball-reference.com/boxscores/202411060ATL.html
240,42,91,.462,14,34,.412,20,24,.833,15,38,53,22,6,5,11,19,118,,,GSW,20241106,https://www.basketball-reference.com/boxscores/202411060BOS.html
240,38,90,.422,19,54,.352,17,21,.810,13,34,47,22,5,3,12,18,112,,,BOS,20241106,https://www.basketball-reference.com/boxscores/202411060BOS.html
240,46,94,.489,10,32,.313,5,9,.556,6,40,46,34,5,4,11,20,107,,,DET,20241106,https://www.basketball-reference.com/boxscores/202411060CHO.html
240,39,90,.433,14,44,.318,16,16,1.000,8,39,47,22,5,4,12,16,108,,,CHO,20241106,https://www.basketball-reference.com/boxscores/202411060CHO.html
240,36,86,.419,12,42,.286,15,23,.652,14,37,51,25,8,2,23,17,99,,,CHI,20241106,https://www.basketball-reference.com/boxscores/202411060DAL.html
240,45,93,.484,12,38,.316,17,21,.810,9,38,47,33,11,4,15,19,119,,,DAL,20241106,https://www.basketball-reference.com/boxscores/202411060DAL.html
240,44,100,.440,16,40,.400,18,23,.783,13,34,47,29,15,6,14,28,122,,,OKC,20241106,https://www.basketball-reference.com/boxscores/202411060DEN.html
240,42,89,.472,16,38,.421,24,33,.727,13,42,55,34,8,6,18,22,124,,,DEN,20241106,https://www.basketball-reference.com/boxscores/202411060DEN.html
240,37,83,.446,14,36,.389,12,16,.750,8,33,41,20,6,6,20,13,100,,,SAS,20241106,https://www.basketball-reference.com/boxscores/202411060HOU.html
240,54,96,.563,10,27,.370,9,15,.600,11,34,45,28,10,5,12,13,127,,,HOU,20241106,https://www.basketball-reference.com/boxscores/202411060HOU.html
240,42,82,.512,7,25,.280,20,26,.769,10,28,38,26,6,5,16,22,111,,,ORL,20241106,https://www.basketball-reference.com/boxscores/202411060IND.html
240,41,76,.539,12,26,.462,24,26,.923,4,32,36,21,7,3,11,24,118,,,IND,20241106,https://www.basketball-reference.com/boxscores/202411060IND.html
240,40,73,.548,7,25,.280,11,19,.579,10,22,32,19,10,2,20,22,98,,,PHI,20241106,https://www.basketball-reference.com/boxscores/202411060LAC.html
240,41,72,.569,12,28,.429,16,19,.842,8,21,29,27,12,1,19,16,110,,,LAC,20241106,https://www.basketball-reference.com/boxscores/202411060LAC.html
240,41,93,.441,15,48,.313,17,21,.810,9,28,37,23,10,1,11,18,114,,,LAL,20241106,https://www.basketball-reference.com/boxscores/202411060MEM.html
240,48,93,.516,17,34,.500,18,23,.783,12,38,50,28,5,6,18,17,131,,,MEM,20241106,https://www.basketball-reference.com/boxscores/202411060MEM.html
240,52,96,.542,17,35,.486,10,13,.769,12,34,46,33,6,10,13,21,131,,,CLE,20241106,https://www.basketball-reference.com/boxscores/202411060NOP.html
240,42,88,.477,13,27,.481,25,28,.893,8,25,33,21,8,8,10,14,122,,,NOP,20241106,https://www.basketball-reference.com/boxscores/202411060NOP.html
240,40,92,.435,13,34,.382,19,20,.950,13,30,43,27,12,3,10,16,112,,,MIA,20241106,https://www.basketball-reference.com/boxscores/202411060PHO.html
240,42,84,.500,18,43,.419,13,18,.722,10,36,46,29,5,6,16,14,115,,,PHO,20241106,https://www.basketball-reference.com/boxscores/202411060PHO.html
240,43,88,.489,10,34,.294,11,15,.733,8,26,34,25,7,1,12,23,107,,,TOR,20241106,https://www.basketball-reference.com/boxscores/202411060SAC.html
240,42,90,.467,10,35,.286,28,32,.875,15,32,47,26,7,5,10,13,122,,,SAC,20241106,https://www.basketball-reference.com/boxscores/202411060SAC.html
240,51,93,.548,16,38,.421,17,17,1.000,10,30,40,29,7,4,14,17,135,,,MIN,20241107,https://www.basketball-reference.com/boxscores/202411070CHI.html
240,47,88,.534,15,36,.417,10,15,.667,10,22,32,30,9,4,13,20,119,,,CHI,20241107,https://www.basketball-reference.com/boxscores/202411070CHI.html
240,33,77,.429,17,41,.415,17,18,.944,8,31,39,24,5,5,22,19,100,,,UTA,20241107,https://www.basketball-reference.com/boxscores/202411070MIL.html
240,43,84,.512,15,35,.429,22,30,.733,11,30,41,20,13,3,11,21,123,,,MIL,20241107,https://www.basketball-reference.com/boxscores/202411070MIL.html
240,41,86,.477,9,32,.281,14,22,.636,14,27,41,23,7,3,14,14,105,,,POR,20241107,https://www.basketball-reference.com/boxscores/202411070SAS.html
240,44,82,.537,16,39,.410,14,18,.778,12,33,45,35,9,4,16,15,118,,,SAS,20241107,https://www.basketball-reference.com/boxscores/202411070SAS.html
265,41,100,.410,10,38,.263,12,15,.800,12,39,51,24,6,3,13,22,104,,,BRK,20241108,https://www.basketball-reference.com/boxscores/202411080BOS.html
265,39,90,.433,14,53,.264,16,19,.842,4,35,39,23,7,9,13,15,108,,,BOS,20241108,https://www.basketball-reference.com/boxscores/202411080BOS.html
240,33,83,.398,9,29,.310,8,14,.571,7,30,37,24,10,4,14,16,83,,,IND,20241108,https://www.basketball-reference.com/boxscores/202411080CHO.html
240,38,90,.422,17,50,.340,10,12,.833,13,43,56,23,6,7,15,16,103,,,CHO,20241108,https://www.basketball-reference.com/boxscores/202411080CHO.html
240,47,98,.480,13,42,.310,10,14,.714,11,29,40,32,14,4,17,24,117,,,GSW,20241108,https://www.basketball-reference.com/boxscores/202411080CLE.html
240,46,85,.541,20,42,.476,24,28,.857,9,34,43,33,7,7,20,12,136,,,CLE,20241108,https://www.basketball-reference.com/boxscores/202411080CLE.html
240,43,86,.500,15,39,.385,13,18,.722,11,26,37,26,6,2,9,18,114,,,PHO,20241108,https://www.basketball-reference.com/boxscores/202411080DAL.html
240,41,80,.513,11,33,.333,20,22,.909,8,31,39,18,5,1,11,22,113,,,DAL,20241108,https://www.basketball-reference.com/boxscores/202411080DAL.html
240,46,94,.489,20,43,.465,10,13,.769,9,24,33,33,11,1,14,19,122,,,MIA,20241108,https://www.basketball-reference.com/boxscores/202411080DEN.html
240,50,81,.617,18,35,.514,17,19,.895,6,33,39,37,5,5,18,13,135,,,DEN,20241108,https://www.basketball-reference.com/boxscores/202411080DEN.html
240,44,97,.454,15,36,.417,18,23,.783,15,29,44,30,12,7,18,21,121,,,ATL,20241108,https://www.basketball-reference.com/boxscores/202411080DET.html
240,44,86,.512,13,33,.394,21,31,.677,11,34,45,27,7,8,21,18,122,,,DET,20241108,https://www.basketball-reference.com/boxscores/202411080DET.html
240,39,96,.406,13,39,.333,15,23,.652,13,31,44,28,6,4,8,14,106,,,PHI,20241108,https://www.basketball-reference.com/boxscores/202411080LAL.html
240,44,85,.518,16,35,.457,12,14,.857,5,40,45,28,1,13,13,17,116,,,LAL,20241108,https://www.basketball-reference.com/boxscores/202411080LAL.html
240,38,93,.409,9,35,.257,19,23,.826,11,30,41,27,14,8,18,27,104,,,WAS,20241108,https://www.basketball-reference.com/boxscores/202411080MEM.html
240,46,97,.474,14,43,.326,22,25,.880,13,37,50,30,10,10,19,19,128,,,MEM,20241108,https://www.basketball-reference.com/boxscores/202411080MEM.html
240,39,91,.429,6,25,.240,18,24,.750,12,25,37,13,11,7,17,17,102,,,POR,20241108,https://www.basketball-reference.com/boxscores/202411080MIN.html
240,47,97,.485,22,50,.440,11,14,.786,10,39,49,32,9,7,20,21,127,,,MIN,20241108,https://www.basketball-reference.com/boxscores/202411080MIN.html
240,36,83,.434,7,30,.233,15,23,.652,11,30,41,20,1,5,12,16,94,,,MIL,20241108,https://www.basketball-reference.com/boxscores/202411080NYK.html
240,43,91,.473,14,46,.304,16,19,.842,14,34,48,35,7,3,11,20,116,,,NYK,20241108,https://www.basketball-reference.com/boxscores/202411080NYK.html
240,39,90,.433,11,30,.367,18,26,.692,14,34,48,19,7,3,17,18,107,,,HOU,20241108,https://www.basketball-reference.com/boxscores/202411080OKC.html
240,46,90,.511,14,37,.378,20,23,.870,7,34,41,24,9,8,11,23,126,,,OKC,20241108,https://www.basketball-reference.com/boxscores/202411080OKC.html
240,32,84,.381,10,31,.323,14,17,.824,6,25,31,18,10,1,16,19,88,,,NOP,20241108,https://www.basketball-reference.com/boxscores/202411080ORL.html
240,45,86,.523,8,32,.250,17,21,.810,11,32,43,28,9,8,15,14,115,,,ORL,20241108,https://www.basketball-reference.com/boxscores/202411080ORL.html
240,36,81,.444,14,30,.467,21,23,.913,12,36,48,20,7,2,21,21,107,,,LAC,20241108,https://www.basketball-reference.com/boxscores/202411080SAC.html
240,37,78,.474,3,26,.115,21,24,.875,5,30,35,19,6,3,14,19,98,,,SAC,20241108,https://www.basketball-reference.com/boxscores/202411080SAC.html
240,46,92,.500,13,39,.333,20,23,.870,13,34,47,30,12,6,18,18,125,,,CHI,20241109,https://www.basketball-reference.com/boxscores/202411090ATL.html
240,41,89,.461,9,29,.310,22,30,.733,10,29,39,31,8,5,14,19,113,,,ATL,20241109,https://www.basketball-reference.com/boxscores/202411090ATL.html
240,34,76,.447,15,43,.349,17,18,.944,10,26,36,21,4,2,20,14,100,,,BRK,20241109,https://www.basketball-reference.com/boxscores/202411090CLE.html
240,40,74,.541,10,28,.357,15,19,.789,4,29,33,24,12,5,16,18,105,,,CLE,20241109,https://www.basketball-reference.com/boxscores/202411090CLE.html
240,40,95,.421,11,37,.297,12,21,.571,12,32,44,26,8,5,10,23,103,,,TOR,20241109,https://www.basketball-reference.com/boxscores/202411090LAC.html
240,35,76,.461,10,26,.385,25,32,.781,7,40,47,18,6,8,14,20,105,,,LAC,20241109,https://www.basketball-reference.com/boxscores/202411090LAC.html
240,38,82,.463,10,33,.303,25,35,.714,9,36,45,23,13,4,18,20,111,,,UTA,20241109,https://www.basketball-reference.com/boxscores/202411090SAS.html
240,38,85,.447,17,47,.362,17,19,.895,6,31,37,29,8,10,20,26,110,,,SAS,20241109,https://www.basketball-reference.com/boxscores/202411090SAS.html
240,48,90,.533,10,33,.303,14,19,.737,10,32,42,29,7,5,10,17,120,,,DAL,20241110,https://www.basketball-reference.com/boxscores/202411100DEN.html
240,45,89,.506,14,29,.483,18,26,.692,13,32,45,35,6,5,10,16,122,,,DEN,20241110,https://www.basketball-reference.com/boxscores/202411100DEN.html
240,38,93,.409,7,34,.206,18,24,.750,17,36,53,19,10,5,12,21,101,,,HOU,20241110,https://www.basketball-reference.com/boxscores/202411100DET.html
240,36,84,.429,11,34,.324,16,23,.696,11,35,46,21,6,6,18,21,99,,,DET,20241110,https://www.basketball-reference.com/boxscores/202411100DET.html
240,46,83,.554,7,25,.280,22,27,.815,8,31,39,23,5,3,14,20,121,,,NYK,20241110,https://www.basketball-reference.com/boxscores/202411100IND.html
240,45,88,.511,21,46,.457,21,25,.840,5,27,32,27,6,4,10,22,132,,,IND,20241110,https://www.basketball-reference.com/boxscores/202411100IND.html
240,37,82,.451,10,29,.345,19,22,.864,12,28,40,26,2,2,18,23,103,,,TOR,20241110,https://www.basketball-reference.com/boxscores/202411100LAL.html
240,44,86,.512,12,37,.324,23,28,.821,10,23,33,30,9,4,5,15,123,,,LAL,20241110,https://www.basketball-reference.com/boxscores/202411100LAL.html
240,35,86,.407,19,50,.380,24,27,.889,8,34,42,27,5,2,12,16,113,,,BOS,20241110,https://www.basketball-reference.com/boxscores/202411100MIL.html
240,39,81,.481,13,32,.406,16,21,.762,5,36,41,21,9,8,13,18,107,,,MIL,20241110,https://www.basketball-reference.com/boxscores/202411100MIL.html
240,34,77,.442,11,31,.355,16,22,.727,6,37,43,18,14,9,23,20,95,,,MIA,20241110,https://www.basketball-reference.com/boxscores/202411100MIN.html
240,35,88,.398,13,45,.289,11,13,.846,16,31,47,22,13,5,20,20,94,,,MIN,20241110,https://www.basketball-reference.com/boxscores/202411100MIN.html
240,45,89,.506,21,43,.488,16,23,.696,13,33,46,35,8,3,15,26,127,,,GSW,20241110,https://www.basketball-reference.com/boxscores/202411100OKC.html
240,42,94,.447,11,33,.333,21,26,.808,14,27,41,25,4,6,11,18,116,,,OKC,20241110,https://www.basketball-reference.com/boxscores/202411100OKC.html
240,33,72,.458,10,33,.303,18,25,.720,7,30,37,20,4,7,17,25,94,,,WAS,20241110,https://www.basketball-reference.com/boxscores/202411100ORL.html
240,41,91,.451,17,48,.354,22,25,.880,15,29,44,25,6,5,12,21,121,,,ORL,20241110,https://www.basketball-reference.com/boxscores/202411100ORL.html
265,36,95,.379,14,54,.259,19,22,.864,12,38,50,22,10,5,21,22,105,,,CHO,20241110,https://www.basketball-reference.com/boxscores/202411100PHI.html
265,39,84,.464,9,33,.273,20,26,.769,8,32,40,24,8,1,17,23,107,,,PHI,20241110,https://www.basketball-reference.com/boxscores/202411100PHI.html
265,50,102,.490,11,37,.297,16,19,.842,8,49,57,23,7,3,15,20,127,,,SAC,20241110,https://www.basketball-reference.com/boxscores/202411100PHO.html
265,44,105,.419,18,57,.316,12,15,.800,8,40,48,30,11,3,12,19,118,,,PHO,20241110,https://www.basketball-reference.com/boxscores/202411100PHO.html
240,47,85,.553,16,43,.372,24,28,.857,10,41,51,32,15,13,23,17,134,,,MEM,20241110,https://www.basketball-reference.com/boxscores/202411100POR.html
240,34,100,.340,4,42,.095,17,21,.810,16,27,43,18,9,3,24,21,89,,,POR,20241110,https://www.basketball-reference.com/boxscores/202411100POR.html
240,43,97,.443,15,45,.333,18,24,.750,12,31,43,26,14,3,9,13,119,,,CLE,20241111,https://www.basketball-reference.com/boxscores/202411110CHI.html
240,43,87,.494,14,38,.368,13,16,.813,8,43,51,26,7,5,21,17,113,,,CHI,20241111,https://www.basketball-reference.com/boxscores/202411110CHI.html
240,36,88,.409,11,31,.355,9,13,.692,8,26,34,21,14,5,19,17,92,,,WAS,20241111,https://www.basketball-reference.com/boxscores/202411110HOU.html
240,40,87,.460,5,23,.217,22,25,.880,17,41,58,13,12,10,21,17,107,,,HOU,20241111,https://www.basketball-reference.com/boxscores/202411110HOU.html
240,36,84,.429,19,42,.452,16,19,.842,14,32,46,24,4,5,17,14,107,,,BRK,20241111,https://www.basketball-reference.com/boxscores/202411110NOP.html
240,42,94,.447,10,30,.333,11,12,.917,14,31,45,31,13,4,11,15,105,,,NOP,20241111,https://www.basketball-reference.com/boxscores/202411110NOP.html
240,44,80,.550,20,37,.541,20,29,.690,15,32,47,31,5,5,24,22,128,,,LAC,20241111,https://www.basketball-reference.com/boxscores/202411110OKC.html
240,47,91,.516,18,46,.391,22,23,.957,9,20,29,31,16,5,11,23,134,,,OKC,20241111,https://www.basketball-reference.com/boxscores/202411110OKC.html
240,39,91,.429,10,38,.263,8,9,.889,9,28,37,18,11,4,11,14,96,,,SAC,20241111,https://www.basketball-reference.com/boxscores/202411110SAS.html
240,43,85,.506,22,46,.478,8,8,1.000,8,36,44,31,5,5,18,10,116,,,SAS,20241111,https://www.basketball-reference.com/boxscores/202411110SAS.html
240,50,99,.505,10,32,.313,7,13,.538,19,25,44,35,16,2,16,17,117,,,ATL,20241112,https://www.basketball-reference.com/boxscores/202411120BOS.html
240,38,75,.507,18,45,.400,22,27,.815,6,28,34,28,7,5,20,12,116,,,BOS,20241112,https://www.basketball-reference.com/boxscores/202411120BOS.html
265,47,101,.465,17,45,.378,10,13,.769,12,31,43,25,14,3,12,22,121,,,MIA,20241112,https://www.basketball-reference.com/boxscores/202411120DET.html
265,43,92,.467,13,36,.361,24,28,.857,15,41,56,32,4,4,19,19,123,,,DET,20241112,https://www.basketball-reference.com/boxscores/202411120DET.html
240,44,84,.524,11,34,.324,18,24,.750,8,32,40,26,6,1,18,23,117,,,DAL,20241112,https://www.basketball-reference.com/boxscores/202411120GSW.html
240,45,94,.479,14,41,.341,16,27,.593,18,32,50,29,13,7,13,18,120,,,GSW,20241112,https://www.basketball-reference.com/boxscores/202411120GSW.html
240,30,86,.349,9,25,.360,16,20,.800,17,37,54,20,11,6,22,11,85,,,TOR,20241112,https://www.basketball-reference.com/boxscores/202411120MIL.html
240,38,94,.404,16,56,.286,7,12,.583,12,35,47,25,16,9,17,18,99,,,MIL,20241112,https://www.basketball-reference.com/boxscores/202411120MIL.html
240,34,84,.405,13,38,.342,8,14,.571,8,40,48,22,7,3,22,18,89,,,CHO,20241112,https://www.basketball-reference.com/boxscores/202411120ORL.html
240,43,93,.462,13,44,.295,15,19,.789,8,35,43,25,12,7,11,21,114,,,ORL,20241112,https://www.basketball-reference.com/boxscores/202411120ORL.html
240,44,89,.494,9,31,.290,14,15,.933,8,39,47,31,8,5,15,15,111,,,NYK,20241112,https://www.basketball-reference.com/boxscores/202411120PHI.html
240,31,83,.373,14,42,.333,23,24,.958,9,31,40,19,10,6,15,20,99,,,PHI,20241112,https://www.basketball-reference.com/boxscores/202411120PHI.html
240,37,73,.507,13,35,.371,21,23,.913,4,28,32,22,13,4,23,22,108,,,MIN,20241112,https://www.basketball-reference.com/boxscores/202411120POR.html
240,43,84,.512,18,32,.563,18,20,.900,11,28,39,30,14,7,20,23,122,,,POR,20241112,https://www.basketball-reference.com/boxscores/202411120POR.html
240,43,86,.500,18,39,.462,16,22,.727,10,32,42,21,6,11,10,11,120,,,PHO,20241112,https://www.basketball-reference.com/boxscores/202411120UTA.html
240,45,92,.489,15,38,.395,7,9,.778,12,27,39,32,7,3,13,17,112,,,UTA,20241112,https://www.basketball-reference.com/boxscores/202411120UTA.html
240,50,93,.538,22,46,.478,17,24,.708,12,33,45,35,7,6,8,17,139,,,BOS,20241113,https://www.basketball-reference.com/boxscores/202411130BRK.html
240,40,79,.506,19,43,.442,15,18,.833,3,31,34,26,4,3,13,20,114,,,BRK,20241113,https://www.basketball-reference.com/boxscores/202411130BRK.html
240,38,96,.396,14,38,.368,13,16,.813,10,32,42,27,10,3,12,16,103,,,LAC,20241113,https://www.basketball-reference.com/boxscores/202411130HOU.html
240,42,97,.433,15,40,.375,12,17,.706,18,41,59,28,8,11,14,17,111,,,HOU,20241113,https://www.basketball-reference.com/boxscores/202411130HOU.html
